"","Age","Gender","Country","state","family_history","self_employed","remote_work","tech_company","care_options","wellness_program","seek_help","anonymity","leave","treatment","benefits","supervisor","mental_health_interview","mental_health_consequence","phys_health_interview","mental_vs_physical","obs_consequence"
"1129",39,"Male","United States","TN","Yes","No","No","No","Not sure","No","No","Don't know","Somewhat easy","Yes","Don't know","Some of them","No","Yes","Maybe","Don't know","No"
"1130",32,"Male","Canada",NA,"No","Yes","Yes","Yes","Not sure","No","No","Don't know","Very easy","No","Don't know","Yes","Maybe","No","Maybe","Yes","No"
"1131",37,"Male","Netherlands",NA,"No","Yes","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Very easy","No","Don't know","Some of them","No","Yes","No","Don't know","No"
"1132",31,"Male","United Kingdom",NA,"Yes","No","No","Yes","Not sure","No","Don't know","Don't know","Somewhat easy","Yes","Don't know","Some of them","No","No","No","Don't know","No"
"1133",30,"Male","United States","MN","Yes","No","No","Yes","Yes","No","No","Don't know","Don't know","Yes","No","No","No","No","No","Don't know","No"
"1134",51,"Male","Singapore",NA,"No","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","No","Don't know","No","No","Yes","No","No","No"
"1135",29,"Male","United States","NC","No","No","No","Yes","Yes","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","Yes","Maybe","Don't know","No"
"1136",31,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","Yes","Don't know","Don't know","No","Yes","No","No","Maybe","No","Yes","No"
"1137",31,"Male","India",NA,"No","No","No","Yes","Not sure","No","No","Don't know","Don't know","No","Don't know","No","No","Yes","No","Don't know","No"
"1138",26,"Male","United States","TX","Yes","No","Yes","Yes","No","No","Don't know","Don't know","Somewhat easy","Yes","Don't know","Some of them","Maybe","Maybe","Maybe","Don't know","No"
"1139",46,"Female","United States","CA","No","No","Yes","No","Yes","No","No","Yes","Don't know","Yes","Yes","Some of them","No","Maybe","Maybe","No","No"
"1140",32,"Male","United States","CA","Yes","No","No","Yes","No","Yes","Don't know","Don't know","Don't know","No","Yes","Yes","No","Maybe","No","Don't know","No"
"1141",29,"Male","United States","IL","Yes","No","No","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Yes","No","No","Maybe","Maybe","Don't know","No"
"1142",34,"Male","Poland",NA,"No","No","Yes","Yes","Not sure","No","No","Don't know","Don't know","No","Don't know","Some of them","No","Maybe","Yes","Don't know","No"
"1143",26,"Male","Colombia",NA,"No","No","No","Yes","No","No","No","No","Very difficult","No","No","No","No","Yes","Maybe","Yes","No"
"1144",32,"Female","United States","PA","No","No","No","Yes","Yes","No","Don't know","Don't know","Don't know","Yes","Yes","No","No","Maybe","No","No","No"
"1145",29,"Male","United States","IL","No","No","No","Yes","Not sure","No","No","Don't know","Don't know","No","Don't know","Yes","Maybe","Maybe","Yes","No","No"
"1146",30,"Male","United States","IL","No","No","No","No","No","Yes","Yes","Don't know","Don't know","No","Yes","No","No","Yes","No","Don't know","No"
"1147",40,"Female","United States","MN","Yes","No","No","Yes","Yes","No","Yes","Yes","Somewhat easy","Yes","Yes","Yes","No","No","Maybe","Yes","Yes"
"1148",23,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Very difficult","Yes","No","Yes","Yes","Maybe","Yes","No","Yes"
"1149",20,"Male","Georgia",NA,"No","No","No","No","No","No","No","Don't know","Very difficult","No","No","No","No","Yes","Maybe","No","No"
"1150",38,"Male","United States","NY","Yes","No","No","Yes","No","No","No","Don't know","Somewhat difficult","No","Don't know","Yes","No","No","No","Don't know","Yes"
"1151",26,"Female","United States","MI","Yes","No","No","Yes","No","No","No","Don't know","Don't know","Yes","Yes","No","No","Maybe","Maybe","No","No"
"1152",29,"Male","United States","OH","No","No","No","Yes","No","No","Don't know","Don't know","Don't know","No","No","Yes","No","No","Yes","No","Yes"
"1153",40,"Male","China",NA,"No","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","No","No","Some of them","Maybe","No","Maybe","Don't know","No"
"1154",25,"Female","Bulgaria","UT","No","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","Some of them","Maybe","Maybe","No","No","No"
"1155",32,"Female","United States","NY","No","No","No","Yes","Yes","No","No","Yes","Don't know","Yes","Yes","No","No","Maybe","No","No","No"
"1156",38,"Male","United States","CA","Yes","No","No","No","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","No","No","Maybe","Maybe","No","Yes"
"1157",35,"Female","United States","IN","Yes","No","Yes","Yes","No","No","No","Yes","Don't know","Yes","No","Some of them","No","Maybe","No","Yes","No"
"1158",28,"Female","United States","VA","No","No","No","Yes","Yes","No","No","Don't know","Very difficult","Yes","No","Some of them","No","Yes","No","Don't know","No"
"1159",27,"Female","United States","OK","No","No","No","No","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","Yes","No","No","No","Yes","No"
"1160",56,"Female","United States","OR","No","Yes","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","No","No","Maybe","No","Don't know","No"
"1161",38,"Male","United States","AL","Yes","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","Maybe","No","Don't know","No"
"1162",31,"Female","Belgium",NA,"No","No","No","Yes","Not sure","No","No","Yes","Very easy","No","Don't know","Some of them","No","Maybe","No","Don't know","No"
"1163",40,"Male","United States","AL","Yes","No","No","Yes","Yes","No","No","Yes","Don't know","Yes","Yes","No","No","Maybe","No","Yes","No"
"1164",44,"Male","United States","OH","Yes","No","No","Yes","Yes","No","Yes","Yes","Don't know","Yes","Yes","Some of them","No","Maybe","No","Don't know","No"
"1165",34,"Male","Canada",NA,"Yes","No","No","Yes","Not sure","Yes","Yes","Yes","Don't know","No","Yes","No","No","Maybe","Maybe","Don't know","No"
"1166",37,"Male","United Kingdom",NA,"No","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","No","Don't know","Yes","No","No","Yes","Don't know","No"
"1167",38,"Male","Italy",NA,"No","No","No","Yes","Not sure","Don't know","Don't know","Yes","Don't know","No","Don't know","Yes","Yes","No","Maybe","No","No"
"1168",27,"Male","Germany",NA,"No","No","No","Yes","Not sure","No","No","Don't know","Don't know","No","Don't know","Yes","Yes","No","Yes","Don't know","No"
"1169",34,"Female","Ireland",NA,"No","No","No","No","Yes","Yes","No","Yes","Don't know","Yes","Yes","Some of them","No","Yes","No","Yes","No"
"1170",35,"Female","Ireland",NA,"No","No","No","Yes","No","No","No","No","Don't know","No","Don't know","No","No","Maybe","Maybe","No","No"
"1171",34,"Male","Ireland",NA,"No","No","No","Yes","No","No","No","Don't know","Somewhat difficult","Yes","No","Yes","No","Yes","Maybe","No","No"
"1172",32,"Male","United States","TX","No","No","Yes","Yes","Not sure","No","Don't know","Don't know","Very difficult","Yes","Yes","No","No","Yes","No","Don't know","No"
"1173",25,"Male","Ireland",NA,"No","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","No","Don't know","Yes","No","Maybe","No","Don't know","No"
"1174",28,"Male","Australia",NA,"No","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Yes","No","No","No","Yes","Maybe","No","No"
"1175",28,"Female","United States","TX","No","No","No","Yes","No","No","No","Don't know","Somewhat easy","Yes","Yes","No","No","Yes","No","No","Yes"
"1176",31,"Male","Brazil",NA,"No","Yes","No","Yes","Yes","No","No","No","Don't know","Yes","No","Yes","No","No","Maybe","Don't know","No"
"1177",24,"Male","United Kingdom",NA,"No","No","No","Yes","Not sure","No","No","Don't know","Somewhat easy","No","Don't know","Yes","No","Maybe","Maybe","Don't know","No"
"1178",34,"Male","Ireland",NA,"Yes","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","Yes","No","Maybe","No","Don't know","No"
"1179",32,"Male","Ireland",NA,"No","No","No","Yes","No","No","No","Don't know","Somewhat easy","Yes","No","Yes","No","No","Maybe","Don't know","No"
"1180",34,"Male","United Kingdom",NA,"Yes","No","Yes","No","Not sure","No","No","Don't know","Somewhat easy","No","Don't know","Yes","Maybe","Maybe","Yes","Yes","No"
"1181",23,"Male","United States","TX","No","No","No","Yes","Yes","No","No","No","Very easy","Yes","No","Yes","No","Maybe","No","No","No"
"1182",33,"Male","Czech Republic",NA,"Yes","No","No","Yes","Yes","No","No","Don't know","Somewhat easy","No","No","Yes","Maybe","No","Maybe","Don't know","Yes"
"1183",29,"Male","Singapore",NA,"Yes","No","No","Yes","Not sure","No","No","Don't know","Somewhat difficult","Yes","Don't know","No","No","Maybe","Maybe","No","No"
"1184",24,"Male","Ireland",NA,"Yes","No","No","Yes","No","No","No","Don't know","Don't know","No","No","No","No","Maybe","No","Don't know","No"
"1185",45,"Male","Ireland",NA,"No","No","Yes","Yes","Not sure","No","No","Don't know","Don't know","No","Don't know","Some of them","No","Yes","No","No","Yes"
"1186",34,"Female","United Kingdom",NA,"No","No","No","No","Yes","No","Yes","Yes","Somewhat difficult","Yes","No","Yes","No","Maybe","Maybe","No","Yes"
"1187",31,"Male","Philippines",NA,"No","No","No","Yes","No","No","No","Don't know","Very difficult","No","Don't know","No","No","Yes","Maybe","No","Yes"
"1188",33,"Male","United States","FL","No","No","Yes","Yes","Yes","No","No","Yes","Don't know","Yes","Yes","No","No","Maybe","Maybe","Don't know","No"
"1189",28,"Male","Netherlands",NA,"No","No","No","Yes","Not sure","No","No","Don't know","Somewhat easy","No","No","Some of them","No","Maybe","No","Don't know","No"
"1190",27,"Male","United Kingdom",NA,"No","No","Yes","No","Not sure","No","Yes","Don't know","Don't know","No","Don't know","Yes","No","No","No","Don't know","No"
"1191",42,"Male","Ireland",NA,"No","No","No","Yes","Yes","No","No","No","Somewhat difficult","No","No","Some of them","No","Yes","No","No","No"
"1192",28,"Male","Netherlands",NA,"No","No","No","Yes","Not sure","No","No","Don't know","Somewhat easy","No","No","Some of them","No","Maybe","No","Don't know","No"
"1193",38,"Male","United States","TX","No","No","Yes","Yes","No","Yes","Yes","Yes","Very easy","Yes","Yes","Yes","No","No","No","Don't know","No"
"1194",46,"Male","United States","CA","Yes","No","No","Yes","No","No","No","Don't know","Don't know","Yes","Don't know","No","No","Maybe","No","No","No"
"1195",46,"Male","United States","MD","Yes","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Don't know","Yes","Yes","No","Yes","Don't know","No"
"1196",41,"Female","Netherlands",NA,"No","Yes","Yes","Yes","Yes","Don't know","Yes","No","Somewhat easy","Yes","Don't know","Yes","Yes","No","Yes","Yes","No"
"1197",23,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Somewhat easy","No","Don't know","Some of them","No","Maybe","Maybe","Yes","Yes"
"1198",24,"Male","Ireland",NA,"Yes","No","No","Yes","Yes","No","Yes","Don't know","Somewhat easy","Yes","Yes","No","No","Maybe","Maybe","Yes","Yes"
"1199",23,"Female","Ireland",NA,"No","No","No","Yes","Yes","Yes","No","Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","Don't know","No"
"1200",39,"Male","Netherlands",NA,"No","No","No","No","Not sure","Yes","Don't know","Don't know","Somewhat easy","No","Yes","Some of them","No","Maybe","No","Yes","No"
"1201",32,"Female","Ireland",NA,"Yes","No","No","Yes","Yes","Don't know","Yes","Yes","Don't know","No","Yes","Some of them","No","Maybe","No","Don't know","No"
"1202",25,"Male","United States","MN","Yes","No","No","Yes","Yes","No","No","Don't know","Somewhat easy","Yes","Don't know","Some of them","No","Yes","Maybe","Don't know","No"
"1203",39,"Male","Greece",NA,"No","No","Yes","Yes","No","No","No","Yes","Don't know","No","No","No","No","Yes","No","Don't know","No"
"1204",23,"Female","United Kingdom",NA,"Yes","No","No","Yes","Yes","No","Yes","Yes","Very easy","Yes","No","Yes","Maybe","No","Maybe","Yes","No"
"1205",24,"Male","United Kingdom",NA,"No","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","Some of them","No","Maybe","Maybe","Don't know","Yes"
"1206",25,"Male","United Kingdom",NA,"Yes","No","No","No","Yes","Yes","Yes","Yes","Very easy","Yes","Yes","Yes","Yes","No","Yes","Yes","No"
"1207",23,"Male","United Kingdom",NA,"No","No","No","Yes","Yes","No","No","Don't know","Don't know","Yes","No","Yes","No","No","Maybe","Don't know","No"
"1208",24,"Trans","United Kingdom",NA,"No","No","No","No","No","No","Don't know","Don't know","Don't know","Yes","Don't know","No","No","Yes","Maybe","Don't know","No"
"1209",23,"Male","Canada",NA,"No","No","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Yes","Yes","Some of them","No","Maybe","No","Don't know","No"
"1210",60,"Male","United States","CA","No","No","Yes","Yes","No","Yes","Don't know","Don't know","Somewhat easy","Yes","Don't know","No","No","Maybe","Maybe","Don't know","No"
"1211",28,"Male","Ireland",NA,"No","No","No","Yes","Yes","No","No","Yes","Don't know","No","No","No","No","Yes","No","No","Yes"
"1212",28,"Male","United States","TN","Yes","No","No","No","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Yes","Yes","No","Yes","No","No","Yes"
"1213",30,"Male","Netherlands",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","Don't know","Yes","Maybe","Maybe","Yes","Don't know","No"
"1214",31,"Male","Germany",NA,"Yes","No","No","Yes","No","No","No","Yes","Somewhat easy","Yes","Don't know","No","No","No","No","Don't know","No"
"1215",31,"Male","Poland",NA,"No","Yes","Yes","Yes","No","No","No","Don't know","Somewhat easy","Yes","No","No","No","Maybe","No","Don't know","No"
"1216",28,"Male","Ireland",NA,"No","No","No","Yes","No","No","Don't know","Don't know","Don't know","Yes","Don't know","No","No","Maybe","Maybe","Don't know","No"
"1217",43,"Female","United States","FL","Yes","No","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Yes","Yes","Yes","No","No","No","Don't know","No"
"1218",32,"Female","United Kingdom",NA,"No","No","No","No","No","No","Don't know","Don't know","Don't know","No","No","Yes","No","Maybe","Yes","No","No"
"1219",22,"Male","Australia",NA,"Yes","No","No","No","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Yes","No","Maybe","Maybe","Don't know","Yes"
"1220",32,"Male","United States","OR","No","No","No","Yes","Not sure","Don't know","Yes","Don't know","Somewhat easy","No","Yes","Some of them","Maybe","No","Yes","Don't know","No"
"1221",36,"Male","Finland",NA,"No","No","No","Yes","No","No","No","No","Very difficult","Yes","No","No","No","Yes","Maybe","Don't know","Yes"
"1222",41,"Female","United States","WA","Yes","No","No","Yes","No","No","Don't know","Don't know","Don't know","Yes","Yes","No","No","Yes","No","Don't know","No"
"1223",30,"Male","United States","CA","Yes","No","No","Yes","Yes","Don't know","No","Yes","Very easy","Yes","Yes","Yes","Maybe","No","Maybe","Yes","No"
"1224",30,"Male","United States","CA","Yes","Yes","No","Yes","Not sure","Yes","Yes","Don't know","Don't know","Yes","Yes","Yes","Maybe","No","Maybe","Yes","No"
"1225",36,"Male","South Africa",NA,"Yes","No","No","No","Yes","No","No","Don't know","Somewhat easy","Yes","No","Yes","No","No","Yes","Yes","No"
"1226",29,"Male","United States","NC","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Don't know","Yes","Yes","No","No","Yes","Maybe","No","No"
"1227",36,"Male","United States","UT","Yes","No","No","No","No","Yes","Yes","Don't know","Somewhat easy","No","Don't know","Some of them","No","Maybe","No","Don't know","No"
"1228",26,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Somewhat easy","Yes","No","Some of them","No","No","No","Don't know","No"
"1229",32,"Male","United States","IL","Yes","No","Yes","Yes","Yes","No","No","Yes","Somewhat difficult","Yes","Yes","Yes","No","No","No","Yes","No"
"1230",34,"Male","United States","CA","Yes","No","No","Yes","Yes","No","No","Don't know","Somewhat difficult","Yes","Yes","No","No","Yes","No","No","No"
"1231",46,"Female","United States","NC","No","No","Yes","Yes","Yes","No","No","Don't know","Don't know","No","No","No","No","Yes","No","No","No"
